country,description,designation,points,price,province,region_1,region_2,variety,winery
Chile,"Reedy, berry aromas come with a shot of eucalyptus, which is very Chilean. A tight, tannic, dry palate is exact and intense. Flavors of leafy and slightly herbal black fruits are matched by licorice and coffee notes, while the finish is long, dry, snappy and loaded with earthy spice notes and hints of olive and mint. Drink through 2019.",Tralca,92,100.0,Colchagua Valley,,,Red Blend,Viña Bisquertt
US,"This blend of 50% Syrah, 23% Petite Sirah, 17% Mourvèdre and 10% Grenache presents a delicious strawberry cake nose, backed up with dried purple flowers and cigar box backbone. On the palate, elegant purple fruits are laced with leather and pepper, finishing with a cleansing tartness.",Portolan,92,80.0,California,Paso Robles,Central Coast,Red Blend,Sextant
US,"This is the first vintage for this blend of 75% Cabernet Sauvignon and 25% Sangiovese. Ripe, lush and complex, it offers flavors of plum and cassis, with an appealing texture and moderately gripping tannins. There's life and snap to the finish, and though it's already delicious just two years after the vintage, another year or two of bottle age should see it continue to improve.",Avansino Grand Reserve,92,28.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Arbor Crest
US,"This is balanced and elegant in subtle pear, ginger and lemon. A fine food wine, it's ideal for roast chicken in herbes de Provence or ratatouille. Located in the Petaluma Gap and the source of grapes for several wines, Sun Chase was bought in 2013 by Guarachi Family Wines.",Sun Chase Vineyard,92,40.0,California,Sonoma Coast,Sonoma,Chardonnay,Evening Land
Italy,"Aromas of crushed plum, asphalt, oak, toast, exotic spice and forest floor lead the nose. The palate delivers black cherry, mocha, licorice and mineral alongside bracing, tightly woven tannins that need time to unwind. Drink 2017–2031.",Sorì Tildin,92,500.0,Piedmont,Langhe,,Red Blend,Gaja
US,"Sourced from the producer's Stanly Ranch Estate Vineyard and Hyde Vineyard, both in Carneros, this is a stunning effort. Its baked pear fruit provides hefty body and texture, while honeysuckle and apple blossom notes and a squeeze of lemon-like acidity keep it balanced and fresh.",Silhouette,93,65.0,California,Napa Valley,Napa,Chardonnay,Merryvale
US,"Light gold in color, this wine is focused and bright. A jasmine aroma and succulent green-apple flavor pairs with steely minerality, offering power and grace in one satisfying package.",Sullivan Vineyard Dutton Ranch,93,51.0,California,Russian River Valley,Sonoma,Chardonnay,The Calling
US,"The Daou brothers have become increasingly known for their rich, unctuous and lavish high-end wines, but this bottling offers a taste of that opulence for just $30. Plump blueberry and soft, cedar-like spice scents show on the nose, while the palate bursts with black cherry, dark chocolate and caramel flavors, powered by ample acidity. It will age gracefully, but is already delicious.",,93,30.0,California,Paso Robles,Central Coast,Cabernet Sauvignon,Daou
US,"From an aptly named vineyard, this whopper of a wine blends 37% Zinfandel, 32% Syrah, 16% Grenache and 15% Mourvèdre with 24% new oak and 20% whole-cluster fermentation. The result is a perfume that's both tart with boysenberry and rich with caramel, oak and cola. Black plum, gravel and bay leaf flavors surround its meaty core, persisting deep into the finish.",The Maneater Derby Vineyard,93,32.0,California,Paso Robles,Central Coast,Red Blend,Derby
US,"Multiple vineyards contribute to this standout blend. It feels open and accessible, yet carries the structure to age gracefully. You'll find interesting threads of freshly picked herb, lemon oil, pimiento and olive supporting citrus and fresh apple fruit.",Récolte Grand Cru,93,125.0,Oregon,Dundee Hills,Willamette Valley,Chardonnay,Domaine Serene
US,"Earthy with dusty loam and forest scents, this wine is intensely rich, with grippy, chewy tannins. Fine-grained oak notes support dark chocolate, clove and tobacco flavors, accented with fruit-forward elements that recall wild blueberry and blackberry. Structured to age, it will be best from 2023 through 2030.",Sycamore Vineyard,93,150.0,California,Rutherford,Napa,Cabernet Sauvignon,Freemark Abbey
US,"Domaine is the winery's top Pinot Noir: all-estate grown, from grapes now certified biodynamic. It's an accessible, pretty wine, with rich flavors of pastry fillings—think raspberry scones. It's got a tart, tangy grip and the length and structure to age at least a decade.",Domaine,93,70.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,King Estate
US,"Textural and beautifully detailed, this offers front-loaded flavors of cola, cocoa, graphite and tobacco, wrapped around blackberry and black-cherry fruits. Despite the relatively steep alcohol, this drinks in a lighter, more elegant, yet quite showy style.",Balcombe Vineyard Block 1B,93,60.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Patricia Green Cellars
US,"Bryan Babcock heads to Bentrock Vineyard on the southwestern edge of the appellation to deliver this wine redolent of red cherry, plum, mulberry, peppery spice and sagebrush. The palate is rich and full bodied, with tangy red plum skin and eucalyptus touches, finishing on a fresh, menthol-like note.",Deja Vu,93,60.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Babcock
US,"This is one of the most beloved Chardonnays from Santa Barbara County, and for good reason: Bryan Babcock manages to imbue his wine with buttery richness yet also balance it with acidity and smoke. Honeysuckle, almond and Gravenstein apple aromas lead into energetic yet creamy marshmallow and poached pear flavors, all cut with citrusy acidity.",Top Cream Babcock Vineyard,93,45.0,California,Sta. Rita Hills,Central Coast,Chardonnay,Babcock
US,"Unusual aromatics conjure ruby red grapefruit, Douglas fir needles, green tea and a touch of cola. The site, which is rather cool, fills in the main palate with grapes offering sleek subtle flavors of mountain berry.",Temperance Hill Vineyard,93,60.0,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Noir,Bergström
US,"This herb-laced wine comes from a 1,100-feet elevation outpost five miles from the ocean and shows both feral notes and robust fruit. Tart cranberry flavor dominates, complemented by orange peel nuances. Its tannins are in full force, calling for more time in the glass if not in the cellar. Best the second day after opening, if one can wait.",King Ridge Vineyard,93,80.0,California,Fort Ross-Seaview,Sonoma,Pinot Noir,Blue Farm
US,"This hearty and heavily spiced take on the grape offers fascinating black cherry, cardamom, chai spice and sanguine, meaty scents on the nose. The flavors may strike some palates as too intense, brimming with dried red cherry, Indian spice and kalamata olive, bound by energetic acidity and tactile grip.",Jasper,93,85.0,California,Santa Maria Valley,Central Coast,Pinot Noir,Challen
Italy,"Aromas of underbrush, black fruit, toast and espresso lead the nose on the blend of Sangiovese and 15% Malvasia Nera. The palate is still resting heavily on its oak, showing coffee, coconut, vanilla and mocha, along with dried black cherry, prune and clove. The raspy tannins need to soften up but the fruit richness is already drying up.",I Sodi di San Niccolò,89,90.0,Tuscany,Toscana,,Red Blend,Castellare di Castellina
US,"Deep blueberry, prune and dried purple aromas are made even more delicious by hints of bacon fat on this blend of 60% Petite Sirah, 30% Syrah, 9% Mourvèdre and 1% Grenache. The vintner lives in the historic Uvas Valley between Gilroy and Morgan Hill. Purple fruit juiciness is balanced by a sharp licorice edge, framed by judicious acidity and tannins.",Faith,89,39.0,California,California,California Other,Red Blend,Aver Family Vineyards
US,"Minerally on the start, this white progresses into oaky vanilla and brioche notes with a heightened viscosity midway through, before re-finding its vibrancy at the end. In between expect a full-bodied, fruity expression of the variety highlighted by plenty of ripe apple and apricot.",,89,25.0,California,Carneros,Napa-Sonoma,Chardonnay,Conn Creek
Chile,"This blend is mostly Syrah, with Merlot and Cabernet Sauvignon backing it up. Dense, earthy, meaty and lightly roasted on the nose, the palate is mildly tannic, with lively acidity. Roasted, foresty plum and red-berry flavors end short and baked in character.",,89,26.0,Limarí Valley,,,Red Blend,Maray
Italy,"Vibrant and elegant, this delivers aromas and flavors of crushed red cherry, raspberry, cinnamon-spice and Alpine herbs. Supple tannins and bright acidity provide support. Enjoy through 2018.",Inferno,89,27.0,Lombardy,Valtellina Superiore,,Red Blend,Nino Negri
Italy,"Aromas of ripe dark-skinned fruit, spice, underbrush and dried herbs emerge from this blend of Cabernet Franc, Merlot and Petit Verdot. The palate delivers dried black cherries, plum, clove and grilled sage alongside tightly-knit tannins. Drink 2016–2020.",D'Aria,89,22.0,Tuscany,Toscana,,Red Blend,Leopoldo I di Toscana
Chile,"Dense aromas of earth, berry fruits, latex and animal fur are a touch challenging at first but balance out with airing. This has a crisp, fresh feel despite coming from a hot year. Lightly herbal, leathery flavors of red currant and wild berry finish oaky, with more than adequate filling.",,89,20.0,Colchagua Valley,,,Cabernet Sauvignon,Maquis
Italy,"Subdued aromas of espresso, tobacco, cedar, tilled soil and mature black fruit waft out of the glass. Made entirely with Cabernet Sauvignon, the elegant palate offers raw red currants, dried black cherries, clove and anise alongside silky but rather fleeting tannins.",Potenti,89,65.0,Tuscany,Toscana,,Cabernet Sauvignon,Petra
Italy,"Made from Sangiovese blended with 20% Cabernet Sauvignon and Merlot, this opens with aromas of sawdust, oak, exotic spice and a whiff of black currant. The palate displays toasted oak, roasted coffee beans, menthol, ground black pepper and dried black cherries alongside grippy tannins that leave an astringent finish.",Ser Gioveto,89,52.0,Tuscany,Toscana,,Red Blend,Rocca delle Macìe
US,"Offered in a half-bottle size, this estate Cab-based wine also contains 6% Merlot and 6% Petit Verdot. The blend is crisp, dry and tannic in cranberry, barely ripe cherry and dried currant, swerving savory into dried herb and clove.",Oakville Estate,89,65.0,California,Oakville,Napa,Cabernet Sauvignon,Tamber Bey
Italy,"Dense and concentrated, this blend of 66% Cabernet Sauvignon, 26% Cabernet Franc and 8% Petit Verdot initially has a subdued nose that eventually reveals prune, alcohol, tobacco and leather aromas. The syrupy palate doles out blackberry extract, fig, sweet spice and soaring alcohol alongside velvety tannins. While some may like the sheer power, the dominant alcohol stunts any complexity, giving it a monolithic quality.",,89,240.0,Tuscany,Toscana,,Red Blend,Tenuta di Trinoro
Italy,"Firm and spicy, this blend of Sangiovese and 10% Merlot opens with aromas of black plum, crushed violet and kitchen spices. The juicy palate delivers ripe black cherry, licorice and clove alongside a backbone of tightly wound but refined tannins. Drink 2016–2020.",Crognolo,89,35.0,Tuscany,Toscana,,Red Blend,Tenuta Sette Ponti
US,"The vineyard is in the Eola-Amity Hills AVA, though the label does not indicate it. There is a welcome purity to the fruit expression, pretty cherry flavors with a suggestion of hard candy. Although it has light herb and stem highlights, nothing overshadows the lovely fruit.",Z'ivo Vineyard Reserve,89,40.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Walnut City WineWorks
US,"Aside from hints of dark wild raspberries, this entry-level, second-label wine by Norm Yost doesn't offer overt fruit on the nose, instead showing graphite, dark earth and crushed rocks. Earthy flavors of beet juice and juniper show a slightly sour side, making for an interesting wine, if not completely delicious",,89,26.0,California,Santa Barbara County,Central Coast,Pinot Noir,YNOT
US,"Ripe fruit flavors and a delicious spiciness combine to make this full-bodied but not very tannic wine easy to love. It smells like cherries and raspberries, tastes full but not sweet, and has a texture that spreads and softens on the palate like melting chocolate. It's made with 50% Zinfandel and almost equal parts Syrah, Carignane and Petite Sirah.",Coro Mendocino,90,40.0,California,Mendocino,Mendocino/Lake Counties,Red Blend,Ray's Station Vineyards
Israel,"This wine is dark red-violet color to the eye, offering aromas of blackberry, roasted red pepper and juniper berry. It is very smooth on the palate, with flavors of black plum, blackberry, white peach, elderberry and violet. There is a slightly dominant eucalyptus flavor that backs off at the finish, replaced by a fresh cherry juice flavor.",Special Reserve,90,20.0,Galilee,,,Cabernet Sauvignon,Segal's
US,"Wild strawberry and a thicket of dense tannin belie a powerfully strong and elusive wine, still very much tightly wound, indicative of the vintage. A portion (35%) of the grapes were whole-cluster pressed, from tight-spaced, low-yielding vines. A little more oak was used than in most of the producer's other wines, helping to impart a spicy finish.",MK Vineyard,90,72.0,California,Sonoma Coast,Sonoma,Pinot Noir,Small Vines
US,"Raisin and white pepper aromas, ripe fruit, floral and spicy anise flavors and full body add up to a big wine in which the whole-cluster fermentation method can be tasted. The hearty flavors, complexity and firm tannins paint a unique picture, and this bottling makes a dramatic contrast in style from the “regular” Anderson Valley Pinot Noir.",Whole Cluster,90,44.0,California,Anderson Valley,Mendocino/Lake Counties,Pinot Noir,Stemmler
Israel,"Dark garnet in the glass, this wine has a nose of strawberry, black plum, caramel and smoked meat. It offers a good balance of acidity and tannins, with flavors of blackberry, blueberry, smoked meat, vanilla and mocha. The vanilla flavor is extended on the palate thanks to lingering silky tannins that eventually dissolve in a note of orange zest.",Mt. Tabor,90,15.0,Galilee,,,Cabernet Sauvignon,Tabor
US,"A blend of three estate-farmed vineyards, this is a velvety-smooth expression of the variety. It conveys a touch more richness and concentration than some of the producer's other wines, at least at the beginning of the glass, when almond and hazelnut rule the day. But then it takes on a lightness toward the lengthy finish, ending in a mix of lemon zest and apple.",Estate,90,36.0,California,Russian River Valley,Sonoma,Chardonnay,Thomas George
Israel,"This wine features a bouquet of cherry, pomegranate and freshly ground black pepper. It is well-balanced on the palate with flavors of pomegranate, strawberry, mace and anise. Smooth tannins are present into the bright yet lasting finish.",Espero,90,40.0,Galilee,,,Red Blend,Tulip Winery
US,"The nose on this appellation blend is full of soft tones of ripe nectarine and pluot, though cut with walnut oil and a citrus edge. It's more pithy in flavor, showing orange bitters, dried apples and more nut oils, slightly oxidative in style.",,90,70.0,California,Sta. Rita Hills,Central Coast,Chardonnay,Wedell Cellars
US,"Planted in 1988, this vineyard 's fruit captures the unique minerality found in this AVA. It leaves an impression of sucking on rock—not a bad thing in a wine. The black-cherry fruit grips the palate with real power and some density, with potent herbal highlights as well. Drink this now through the mid-2020s.",Meredith Mitchell Vineyard,90,48.0,Oregon,McMinnville,Willamette Valley,Pinot Noir,Winderlea
Israel,"Dark black cherry in color, this wine offers a bouquet of cherry preserves, matchstick and petrol. It is far livelier on the palate than on the nose, featuring flavors of cherry, pomegranate and bell pepper with a light touch of florality. Chewy tannins make their way across the gum and tongues and are all but erased by a final note of orange zest and cranberry.",,90,55.0,Judean Hills,,,Cabernet Sauvignon,Yatir
US,"Cherry-berry and vanilla surround a soft, spicy core of high-toned red fruit. Mellowed with age, the tannins linger in perceived sweetness.",,90,125.0,California,Rutherford,Napa,Cabernet Sauvignon,Azari
Australia,"This is strongly marked by new oak on the nose at this stage, suggesting toast, brown sugar and coffee, but fruit comes through on the palate where hints of dark berries, cola, clove and cinnamon mingle. The wine is creamy and lush in texture, with ample weight and a lingering finish of dried fruit, vanilla and mocha. Drink from 2018 to 2025.",Coal River Valley Single Site,90,65.0,Tasmania,Tasmania,,Pinot Noir,Dalrymple
US,"One of the most beautiful package designs in the state introduces a fresh and toasty wine that translates this cool, wet vintage into a most delicate and enjoyable bottle of Pinot. Light cranberry and cherry fruit is set in a gently proportional bed of tart acid and pretty oak, 40% new.",Juel,90,37.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Antiquum Farm
US,"Smoky, toasted oak aromas lead to strong char and butter flavors and a viscous texture that clings to the palate. Subtlety is not one of this wine's virtues, as its outsized flavors stand in stark relief.",,85,13.0,California,California,California Other,Chardonnay,Auspicion
Israel,"A clean nose of citrus paves the way for flavors of grapefruit and Sevilla orange. This wine is soft and pleasing on the palate, but it may be touch tart for some tastes.",Admon Vineyard,85,30.0,Galilee,,,Chardonnay,Carmel
US,"Buttery aromas and buttery, spicy flavors lend an outgoing personality to this medium-bodied wine. Vanilla and cream flavors add some interest, while the texture is broad and smooth.",,85,20.0,California,California,California Other,Chardonnay,Vin Vault
South Africa,"Surprisingly shy and reserved in nature, this offers subtle aromas and flavors of apple core and spiced orange peel. Soft and accessible, it's direct and clean, yet short on the finish. Drink now.",,85,22.0,Stellenbosch,,,Chardonnay,Vergelegen
US,"This dense, rich and ripe varietal Cabernet Sauvignon is aged in new French oak for 19 months. It shows smoked meat and bacon flavors that last into the finish.",Limited Release X Clones,85,100.0,California,Napa Valley,Napa,Cabernet Sauvignon,Charles Krug
France,"Produced in the west of Gascony, with a strong oceanic influence, this Chardonnay is cool, fruity and with bright acidity. It does have a creamy texture that fills out the fruitiness. It is an attractive, ripe wine that is ready to drink.",La Galope,85,15.0,Southwest France,Côtes de Gascogne,,Chardonnay,Domaine de l'Herré
US,"From four estate vineyards, this wine appears to be low in oak and extra crisp in mouthfeel, offering austere apple and citrus elements with a slight metallic edge.",,85,30.0,California,Russian River Valley,Sonoma,Chardonnay,Thomas George
US,"The Mark VI (similar to the above Heather's Vineyard) is a sort of reserve reserve, this one from barrels chosen to showcase the most cellar-worthy aspects of the vintage. It succeeds nicely, delivering a solid, firm, tart wine with young raspberry and cherry fruit at its center. The tannins have a lightly herbal, leafy streak, and there's little doubt this will benefit from additional years in the cellar.",Mark VI,91,65.0,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Anam Cara
US,"A lovely, fresh, fruit-forward Pinot, it's flush with flavors of plums and cherries as it fills the palate. It gains power and mass with dark, slightly charred flavors of espresso wrapped into the finishing tannins.",,91,32.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Thistle
US,"You can criticize this as being too full-bodied for a Pinot Noir. Some will find it Grenache-like, with its lush, jammy flavors of cherries, raspberries and oak. But what can't be denied is how delicious it is. The fruitiness, acidity and tannins suggest pairing with charbroiled lamb chops or steak. Drink now–2020.",Estate 25th Anniversary,91,36.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,McIntyre Vineyards
France,"A very ripe wine with a velvet texture, cut with acidity and wood aging flavors. There is fine concentration, with delicious, juicy Merlot giving a ripe feel. It presents a fresh aftertaste, with the black currant fruit giving a lift to the more tannic structure. Drink from 2017.",,91,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château Quinault L'Enclos
Chile,"Dark berry, shoe polish and lemony oak are at the center of the bouquet on this blend of Malbec, Cabernet Sauvignon, Syrah and Petit Verdot. The palate feels rich to the point of syrupy, while the flavor profile offers a condensed, jammy mix of wild berries, wood, herbs, chocolate and coffee. Additional herbal notes along with spicy flavors carry a thick finish to its conclusion. Drink through 2018.",Auma Los Lingues,91,100.0,Colchagua Valley,,,Red Blend,Koyle
Chile,"Black-plum and apple-skin aromas are fruity and a bit raw. In the mouth, this blend of Cabernet Franc, Syrah, Carmenère and Petit Verdot is full, properly tannic and loamy in feel. Dark-leaning flavors of licorice, peppery spice, chocolate and herbs finish with classic Chilean notes of black olive and tobacco. Drink through 2019.",Lien,91,30.0,Colchagua Valley,,,Red Blend,Maquis
US,"This is a lovely, balanced wine, combining grip, texture and elegant details. It starts with clean fruit flavors of berry and cherry, bringing in delicate notes of root beer, vanilla and clove. There's a suggestion of brine also, the whole delivering marvelous complexity.",Heather's Vineyard,91,65.0,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Anam Cara
Italy,"This delicious blend of Syrah, Cabernet Franc, Merlot and Petit Verdot opens with aromas of ripe black fruit, berries, tilled soil, blue flower and spice. The concentrated palate delivers fleshy black cherry, red currants, black pepper and graphite alongside smooth tannins. The long finish closes on a licorice note.",Insoglio del Cinghiale,91,30.0,Tuscany,Toscana,,Red Blend,Campo di Sasso
US,"Right out of the bottle, this wine is tannic and closed. After a while in the glass, it starts to soften, showing mushroom, cola, pomegranate and raspberry flavors, but it's still resistant. Give it until 2018, and it should gradually unfold for another few years afterward.",Keefer Ranch,91,48.0,California,Russian River Valley,Sonoma,Pinot Noir,Failla
US,"You can call this Pinot thin, or you can call it elusive. While it does show the lean profile of the 2011 vintage, it's quite complex, offering high acid-inspired flavors of raspberry sour candy, chamomile tea and cranberries, plus minerally, dried herb complexities. Drinking through 2020.",Van Der Kamp Vineyard,91,42.0,California,Sonoma Mountain,Sonoma,Pinot Noir,La Follette
US,"Pale in color, it has pleasing aromas that mix fruit and barrel with notes of cinnamon, cherry and sarsaparilla. The palate is medium bodied with the oak (30% new French and American) getting just a bit out front of the fruit flavors.",,88,19.0,Oregon,Umpqua Valley,Southern Oregon,Pinot Noir,River's Edge
US,"This offers fresh fruit flavors of watermelon and strawberry. Delicate and flavorful, it's perfect for sipping on your porch, deck, boat or simply while picnicking.",Rosé,88,20.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Stoller
US,"Medium to full in weight, it offers sleek acids and highly buffed tannins. Subdued notes of charred herb, dark cherry and tobacco give character to this blend of 42% Cabernet Franc, 30% Merlot, 28% Petit Verdot.",Adagio,88,72.0,Virginia,Virginia,,Bordeaux-style Red Blend,The Williamsburg Winery
US,"Dark and viscous, this blends 65% Cabernet Sauvignon with 26% Merlot and 5% Petit Verdot. All settle into a high percentage of new French oak, which lends the wine a brawny, savory leather mouthfeel. The flavors tend toward olive, black pepper and cedar, a powerhouse in all.",Paradiso,88,70.0,California,Napa Valley,Napa,Bordeaux-style Red Blend,V. Sattui
Bulgaria,"This dark cherry-red wine has aromas of red plums and dried black plums that flow to the palate. An easy drinking wine, with pleasantly tart cherry flavors.",Veni Vidi Vici,88,10.0,Thracian Valley,,,Pinot Noir,Vini
Australia,"Hints of lemon curd and struck flint emerge from they lass, while the palate reveals flavors of apple, pear and citrus. With its pared-back flavors and restrained nature, this medium-bodied Chardonnay should prove versatile at the table. Drink now–2016.",,88,25.0,South Australia,Eden Valley,,Chardonnay,Heggies Vineyard
France,"This rich wine offers spice and black plum fruit flavors in equal measure. It's certainly ripe, but a fresher character adds lift. Tannins are already well-integrated into this velvet-textured wine. Drink from 2017.",,88,15.0,Bordeaux,Côtes de Bourg,,Bordeaux-style Red Blend,Château Peugeais
Romania,"Aromas of cherry, raspberry and a whiff of mint lead to flavors of dried cherry, raspberry and strawberry in this easy quaffing Pinot Noir.",La Umbra,88,9.0,Dealurile Munteniei,,,Pinot Noir,Cramele Halewood
US,"A complex nose emerges as this wine opens up with chalk, soda, lemon and lime pith. The scents go well with the ocean breezes at Deep Sea's tasting room on Santa Barbara's wharf. It's lean on the palate, with lime throughout and a bit of papaya on the end.",,88,22.0,California,Santa Barbara County,Central Coast,Chardonnay,Deep Sea
US,"It offers an imprint of spearmint, dill and black cherry fruit, a modicum of tannins and a soft side, the aroma replete in rose petals. On the finish expect a darker influence of tobacco and oak.",Heritage Reserve,88,40.0,California,Carneros,Napa-Sonoma,Pinot Noir,Schug
US,"Winemaker Jeff Fink is unleashing a cross-section of clones in 2012, and this take on Pommard offers delicious aromas of berry-laced crème brûlée with bay leaf. There is a bitterness at first on the tannic palate, and it washes out quickly with tart cranberries.",Pommard Clone Dierberg Vineyard,88,70.0,California,Santa Maria Valley,Central Coast,Pinot Noir,Tantara
US,"The nose on this wine by oil worker-turned-winemaker Ert Sevtap offers lifting aromas of blueberry and mint. The spearmint notes carry to the palate as well, which also shows blackberry fruit and roasted beef meatiness.",Zig-A-Zig-Ahh,87,38.0,California,Santa Ynez Valley,Central Coast,Cabernet Sauvignon,Sevtap
US,"A touch of caramelized sugar lingers from nose to finish on this brisk wine, melding into layers of white peach, caramel and cream. It's light in body, but the mouthfeel is surprisingly round and rich. The finish is zesty and bright.",,87,14.0,New York,Finger Lakes,Finger Lakes,Chardonnay,Sheldrake Point
US,"Prominent streaks of spice, toast and smoke persist amidst tart black cherry and cassis flavors in this full-bodied wine. Pomegranate acidity is bracing on the midpalate, accentuating a slightly brusque finish.",Cassango,87,40.0,New York,Long Island,Long Island,Cabernet Sauvignon,Wölffer
France,"Ripe Cabernet gives this wine a great start in life. Juicy black currant is underpinned by the wood aging and tannins, giving a wine that is fruity while still structured. Drink from 2017.",,87,20.0,Bordeaux,Médoc,,Bordeaux-style Red Blend,Château Chantemerle
France,"While the wine has plenty of the tannins typical of 2011 at this stage, it also has ripe fruit, full of blackberry and currant flavors. The balance is already there, giving a potentially rich, juicy and generous wine. Drink from 2017.",,87,,Bordeaux,Médoc,,Bordeaux-style Red Blend,Château de Bensse
US,"Swathes of fresh tarragon lend a green, herbal tone to cassis and black plum flavors in this pretty wine. Penetrating, grippy tannins are jolting on the finish, underlining a tight, brisk finish.",,87,25.0,New York,Finger Lakes,Finger Lakes,Cabernet Sauvignon,Chateau Lafayette Reneau
France,"Powerful and structured, this has dense tannins that will always be an important part of the wine. The juicy, fresh fruit gives a perfumed character to the wine and brings out acidity as well as the dry texture. It needs to age, so drink from 2018.",,87,35.0,Bordeaux,Moulis-en-Médoc,,Bordeaux-style Red Blend,Château Lalaudey
France,"This firm and dry wine is also full of acidity. A juicy start is then given a firm jolt by the tannins, but the complex structure allows plenty of room for the bright fruits. Drink from 2018.",,87,,Bordeaux,Pessac-Léognan,,Bordeaux-style Red Blend,Château Mancèdre
France,"Fresh and juicy, this full-bodied while structured wine comes from the heart of the Entre-deux-Mers region, which gives the fruitiness and blackberry fruit flavors. It will develop quickly and can be drunk from 2016.",,87,20.0,Bordeaux,Bordeaux Supérieur,,Bordeaux-style Red Blend,Château Peyfaures
US,"Toffee, cinnamon apples and a hefty swirl of smoke arise on the nose from the winery's entry-level bottling. The palate shows caramelized pears, nicely bitter lemon rinds and warm, buttered nut toffee note that carries from first sip to the finish.",,87,16.0,California,Santa Barbara County,Central Coast,Chardonnay,Byron
US,"An unidentified mix of Cabernet Sauvignon and Merlot sourced from throughout the county, this is a smoky, leathery expression of sanguine black and red fruit that's approachable and easygoing. The finish has a bittersweet note of chicory.",Mountain Cuvée,87,20.0,California,Sonoma County,Sonoma,Bordeaux-style Red Blend,Gundlach Bundschu
France,"This concentrated, structured wine has an earthy quality, typical of some Listracs, along with a more juicy, fruity character that's boosted by acidity. Balanced, it will age over the medium-term. Drink from 2017.",,87,27.0,Bordeaux,Listrac-Médoc,,Bordeaux-style Red Blend,Château Vieux Moulin
US,"This wine is predominantly Merlot (83%) along with Cabernet Sauvignon (9%) and Syrah (2%) all from Anna Marie Vineyard, with Cabernet Franc from Minnick Hills and Petit Verdot from StoneTree Vineyard. Pleasing aromas suggest blueberry, milk chocolate and high-toned herbs. It's elegantly styled with light blue-fruit flavors, at times seeming a bit faint.",,87,50.0,Washington,Walla Walla Valley (WA),Columbia Valley,Red Blend,Northstar
US,"Sanguine in cassis, cranberry and wild strawberry, this relatively inexpensive Napa Cab has an herbal edge that suggests elegance and balance. The finish is stamped in oak that lingers on the palate without overwhelming.",,87,25.0,California,Napa Valley,Napa,Cabernet Sauvignon,Stickybeak
US,"Medium in weight, this offers a richness of plum and medium acidity surrounded by sizable tannin and oak. Cherry, dark currant and leather round out the characteristics, the wine aged in both French and American oak. The price is nice.",Three Vineyards,87,18.0,California,Dry Creek Valley,Sonoma,Cabernet Sauvignon,Pedroncelli
US,"This is a serious and satisfying dry wine with bold flavors, great structure and a mouth-filling texture. It is very well balanced in terms of fruit character and displays moderate tannins, good acidity and no excesses. It's easy to imagine on the table with a grilled rib eye.",,90,20.0,California,Mendocino County,Mendocino/Lake Counties,Cabernet Sauvignon,Sketchbook
France,"Full of yellow fruits, ripe apples and soft acidity, this is a rich wine with hints of spice and also attractive, perfumed acidity. It has a tangy, zesty character that is attractive and refreshing. Drink from 2017.",,90,,Burgundy,Marsannay,,Chardonnay,Domaine Collotte
France,"With some firm structure behind the red fruits, this wine will have a good future. A dry core sustained by the acidity is waiting to burst out and give a ripe, fruity while always fresh wine. Drink from 2018.",Clos du Roy Premier Cru,90,56.0,Burgundy,Mercurey,,Pinot Noir,Domaine Faiveley
France,"With intense acidity, this wine has both good structure and red currant and raspberry fruits. It is bright, fresh and almost crisp in character. In the background, the tannins show the dense texture of the wine. It will need to age, so don't drink before 2019.",Champ Salomon,90,,Burgundy,Marsannay,,Pinot Noir,Domaine René Bouvier
US,"Winemakers Mikey Giugni and Michael Brughelli are the first to admit that this is an odd style of wine, but people are digging the pét-nat style. Aromas of sour apple, grass and passion fruit arise while the palate's very tight, bubbles unleash exotic tropical fruits like green papaya and green banana.",Amuse Shandon Hills Vineyard Methode Ancestrale,90,28.0,California,Central Coast,Central Coast,Chardonnay,Scar of the Sea
US,"Deceptively light and tight when first opened, this wine has flavors and character more in line with Gamay than most Pinots. Tart cranberry and raspberry fruit carries into a tangy finish, with citrus, mineral and herbal highlights.",,90,32.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Adelsheim
France,"With a little airing, this wakes up to reveal dark red cherries held in a taut and firm body that nonetheless has a generous core. There is some gentle grip and frank, firm acidity. It's a very honest wine without any baroque frills—but bags of forthright appeal.",Les Terres Rouges,90,35.0,Alsace,Alsace,,Pinot Noir,Boeckel
